cve,icsa_id,title,icsa_pub_date,icsa_cvss_v3,icsa_cwes,icsa_vendor_products,icsa_url,icsa_feed_date
CVE-2021-41991,ICSA-25-259-03,"Siemens SIMATIC NET CP, SINEMA, and SCALANCE",2025-09-16T12:00:00Z,7.5,CWE-190,Siemens reports that the following products are affected: | Siemens RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2): < V7.1 Siemens SCALANCE M874-3 (6GK5874-3AA00-2AA2): < V7.1 Siemens SCALANCE M876-3 (EVDO) (6GK5876-3AA02-2BA2): < V7.1 Siemens SCALANCE M876-3 (ROK) (6GK5876-3AA02-2EA2): < V7.1 Siemens SCALANCE M876-4 (EU) (6GK5876-4AA00-2BA2): < V7.1 Siemens SCALANCE M876-4 (NAM) (6GK5876-4AA00-2DA2): < V7.1 Siemens SCALANCE MUM853-1 (EU) (6GK5853-2EA00-2DA1): < V7.1 Siemens SCALANCE MUM856-1 (EU) (6GK5856-2EA00-3DA1): < V7.1 Siemens SCALANCE MUM856-1 (RoW) (6GK5856-2EA00-3AA1): < V7.1 Siemens SCALANCE S615 (6GK5615-0AA00-2AA2): < V7.1 Siemens SCALANCE SC622-2C (6GK5622-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2): < V7.1 Siemens SCALANCE SC632-2C (6GK5632-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC636-2C (6GK5636-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC642-2C (6GK5642-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SCALANCE SC646-2C (6GK5646-2GS00-2AC2): < V2.3 (CVE-2021-41991) Siemens SIMATIC CP 1242-7 V2 (6GK7242-7KX31-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-1 (6GK7243-1BX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-7 LTE EU (6GK7243-7KX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-7 LTE US (6GK7243-7SX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1243-8 IRC (6GK7243-8RX30-0XE0): < V3.3.46 (CVE-2021-41991) Siemens SIMATIC CP 1542SP-1 (6GK7542-6UX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SCALANCE M804PB (6GK5804-0AP00-2AA2): < V7.1 Siemens SIMATIC CP 1542SP-1 IRC (6GK7542-6VX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1543-1 (6GK7543-1AX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1543SP-1 (6GK7543-6WX00-0XE0): < V2.2.28 (CVE-2021-41991) Siemens SIMATIC CP 1545-1 (6GK7545-1GX00-0XE0): < V1.1 (CVE-2021-41991) Siemens SINEMA Remote Connect Server: < V3.1 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1542SP-1 IRC TX RAIL (6AG2542-6VX00-4XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1543SP-1 ISEC (6AG1543-6WX00-7XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS ET 200SP CP 1543SP-1 ISEC TX RAIL (6AG2543-6WX00-4XE0): < V2.2.28 (CVE-2021-41991) Siemens SIPLUS NET CP 1242-7 V2 (6AG1242-7KX31-7XE0): < V3.3.46 (CVE-2021-41991) Siemens SIPLUS NET CP 1543-1 (6AG1543-1AX00-2XE0): < V3.0.22 (CVE-2021-41991) Siemens SCALANCE M812-1 ADSL-Router (Annex A) (6GK5812-1AA00-2AA2): < V7.1 Siemens SIPLUS S7-1200 CP 1243-1 (6AG1243-1BX30-2AX0): < V3.3.46 (CVE-2021-41991) Siemens SIPLUS S7-1200 CP 1243-1 RAIL (6AG2243-1BX30-1XE0): < V3.3.46 (CVE-2021-41991) Siemens SCALANCE M812-1 ADSL-Router (Annex B) (6GK5812-1BA00-2AA2): < V7.1 Siemens SCALANCE M816-1 ADSL-Router (Annex A) (6GK5816-1AA00-2AA2): < V7.1 Siemens SCALANCE M816-1 ADSL-Router (Annex B) (6GK5816-1BA00-2AA2): < V7.1 Siemens SCALANCE M826-2 SHDSL-Router (6GK5826-2AB00-2AB2): < V7.1 Siemens SCALANCE M874-2 (6GK5874-2AA00-2AA2): < V7.1 | Siemens RUGGEDCOM RM1224 LTE(4G) EU (6GK6108-4AM00-2BA2): < V7.1 | Siemens SCALANCE M874-3 (6GK5874-3AA00-2AA2): < V7.1 | Siemens SCALANCE M876-3 (EVDO) (6GK5876-3AA02-2BA2): < V7.1 | Siemens SCALANCE M876-3 (ROK) (6GK5876-3AA02-2EA2): < V7.1 | Siemens SCALANCE M876-4 (EU) (6GK5876-4AA00-2BA2): < V7.1 | Siemens SCALANCE M876-4 (NAM) (6GK5876-4AA00-2DA2): < V7.1 | Siemens SCALANCE MUM853-1 (EU) (6GK5853-2EA00-2DA1): < V7.1 | Siemens SCALANCE MUM856-1 (EU) (6GK5856-2EA00-3DA1): < V7.1 | Siemens SCALANCE MUM856-1 (RoW) (6GK5856-2EA00-3AA1): < V7.1 | Siemens SCALANCE S615 (6GK5615-0AA00-2AA2): < V7.1 | Siemens SCALANCE SC622-2C (6GK5622-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens RUGGEDCOM RM1224 LTE(4G) NAM (6GK6108-4AM00-2DA2): < V7.1 | Siemens SCALANCE SC632-2C (6GK5632-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC636-2C (6GK5636-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC642-2C (6GK5642-2GS00-2AC2): < V2.3 (CVE-2021-41991) | Siemens SCALANCE SC646-2C (6GK5,https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-03,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2025-58320,ICSA-25-259-07,Delta Electronics DIALink,2025-09-16T12:00:00Z,,CWE-22,The following versions of Delta Electronics DIALink are affected: | DIALink: Versions V1.6.0.0 and prior | DIALink: Versions V1.6.0.0 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-07,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2025-58321,ICSA-25-259-07,Delta Electronics DIALink,2025-09-16T12:00:00Z,,CWE-22,The following versions of Delta Electronics DIALink are affected: | DIALink: Versions V1.6.0.0 and prior | DIALink: Versions V1.6.0.0 and prior,https://www.cisa.gov/news-events/ics-advisories/icsa-25-259-07,"Tue, 16 Sep 25 12:00:00 +0000"
CVE-2025-40594,ICSA-25-254-03,Siemens SINAMICS Drives,2025-09-11T12:00:00Z,,CWE-269,Siemens reports that the following products are affected: | Siemens SINAMICS G220 V6.4: Versions prior to V6.4 HF2 Siemens SINAMICS S200 V6.4: All versions Siemens SINAMICS S210 V6.4: Versions prior to V6.4 HF2 | Siemens SINAMICS G220 V6.4: Versions prior to V6.4 HF2 | Siemens SINAMICS S200 V6.4: All versions | Siemens SINAMICS S210 V6.4: Versions prior to V6.4 HF2,https://www.cisa.gov/news-events/ics-advisories/icsa-25-254-03,"Thu, 11 Sep 25 12:00:00 +0000"
CVE-2025-40802,ICSA-25-254-04,Siemens SINEC OS,2025-09-11T12:00:00Z,,CWE-200;CWE-400,Siemens reports that the following products are affected: | Siemens RUGGEDCOM RST2428P (6GK6242-6PA00): All versions | Siemens RUGGEDCOM RST2428P (6GK6242-6PA00): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-254-04,"Thu, 11 Sep 25 12:00:00 +0000"
CVE-2025-40803,ICSA-25-254-04,Siemens SINEC OS,2025-09-11T12:00:00Z,,CWE-200;CWE-400,Siemens reports that the following products are affected: | Siemens RUGGEDCOM RST2428P (6GK6242-6PA00): All versions | Siemens RUGGEDCOM RST2428P (6GK6242-6PA00): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-254-04,"Thu, 11 Sep 25 12:00:00 +0000"
CVE-2025-43715,ICSA-25-254-01,Siemens SIMOTION Tools,2025-09-11T12:00:00Z,8.1,CWE-754,Siemens reports that the following products are affected: | SIMATIC Technology Package TPCamGen (6ES7823-0FE30-1AA0): All versions SIMOTION OA MIIF (6AU1820-3DA20-0AB0): All versions SIMOTION OACAMGEN (6AU1820-3EA20-0AB0): All versions SIMOTION OALECO (6AU1820-3HA20-0AB0): All versions SIMOTION OAVIBX (6AU1820-3CA20-0AB0): All versions | SIMATIC Technology Package TPCamGen (6ES7823-0FE30-1AA0): All versions | SIMOTION OA MIIF (6AU1820-3DA20-0AB0): All versions | SIMOTION OACAMGEN (6AU1820-3EA20-0AB0): All versions | SIMOTION OALECO (6AU1820-3HA20-0AB0): All versions | SIMOTION OAVIBX (6AU1820-3CA20-0AB0): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-254-01,"Thu, 11 Sep 25 12:00:00 +0000"
CVE-2025-40804,ICSA-25-254-02,Siemens SIMATIC Virtualization as a Service (SIVaaS),2025-09-11T12:00:00Z,,CWE-732,Siemens reports that the following products are affected: | SIMATIC Virtualization as a Service (SIVaaS): All versions | SIMATIC Virtualization as a Service (SIVaaS): All versions,https://www.cisa.gov/news-events/ics-advisories/icsa-25-254-02,"Thu, 11 Sep 25 12:00:00 +0000"
CVE-2025-54551,,FUJIFILM Healthcare Americas Synapse Mobility,2025-08-21T12:00:00Z,,CWE-472,The following versions of FUJIFILM Healthcare Americas Synapse Mobility are affected: | Synapse Mobility: Versions prior to 8.2 | Synapse Mobility: Versions prior to 8.2,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-233-01,"Thu, 21 Aug 2025 08:06:52 EDT"
CVE-2025-0572,,Santesoft Sante PACS Server,2025-08-12T12:00:00Z,,CWE-22;CWE-319;CWE-415;CWE-79,The following Santesoft products are affected: | Sante PACS Server: Versions prior to 4.2.3 | Sante PACS Server: Versions prior to 4.2.3,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-224-01,"Tue, 12 Aug 2025 08:54:42 EDT"
CVE-2025-53948,,Santesoft Sante PACS Server,2025-08-12T12:00:00Z,,CWE-22;CWE-319;CWE-415;CWE-79,The following Santesoft products are affected: | Sante PACS Server: Versions prior to 4.2.3 | Sante PACS Server: Versions prior to 4.2.3,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-224-01,"Tue, 12 Aug 2025 08:54:42 EDT"
CVE-2025-54156,,Santesoft Sante PACS Server,2025-08-12T12:00:00Z,,CWE-22;CWE-319;CWE-415;CWE-79,The following Santesoft products are affected: | Sante PACS Server: Versions prior to 4.2.3 | Sante PACS Server: Versions prior to 4.2.3,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-224-01,"Tue, 12 Aug 2025 08:54:42 EDT"
CVE-2025-54759,,Santesoft Sante PACS Server,2025-08-12T12:00:00Z,,CWE-22;CWE-319;CWE-415;CWE-79,The following Santesoft products are affected: | Sante PACS Server: Versions prior to 4.2.3 | Sante PACS Server: Versions prior to 4.2.3,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-224-01,"Tue, 12 Aug 2025 08:54:42 EDT"
CVE-2025-54862,,Santesoft Sante PACS Server,2025-08-12T12:00:00Z,,CWE-22;CWE-319;CWE-415;CWE-79,The following Santesoft products are affected: | Sante PACS Server: Versions prior to 4.2.3 | Sante PACS Server: Versions prior to 4.2.3,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-224-01,"Tue, 12 Aug 2025 08:54:42 EDT"
CVE-2025-4393,,Medtronic MyCareLink Patient Monitor,2025-07-24T12:00:00Z,,CWE-258;CWE-312;CWE-502,The following Medtronic products are affected: | MyCareLink Patient Monitor model 24950: All versions MyCareLink Patient Monitor model 24952: All versions | MyCareLink Patient Monitor model 24950: All versions | MyCareLink Patient Monitor model 24952: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-205-01,"Thu, 24 Jul 2025 10:26:35 EDT"
CVE-2025-4394,,Medtronic MyCareLink Patient Monitor,2025-07-24T12:00:00Z,,CWE-258;CWE-312;CWE-502,The following Medtronic products are affected: | MyCareLink Patient Monitor model 24950: All versions MyCareLink Patient Monitor model 24952: All versions | MyCareLink Patient Monitor model 24950: All versions | MyCareLink Patient Monitor model 24952: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-205-01,"Thu, 24 Jul 2025 10:26:35 EDT"
CVE-2025-4395,,Medtronic MyCareLink Patient Monitor,2025-07-24T12:00:00Z,,CWE-258;CWE-312;CWE-502,The following Medtronic products are affected: | MyCareLink Patient Monitor model 24950: All versions MyCareLink Patient Monitor model 24952: All versions | MyCareLink Patient Monitor model 24950: All versions | MyCareLink Patient Monitor model 24952: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-205-01,"Thu, 24 Jul 2025 10:26:35 EDT"
CVE-2024-22774,,Panoramic Corporation Digital Imaging Software,2025-07-17T12:00:00Z,,CWE-427,The following Panoramic Corporation products are affected: | Digital Imaging Software: Version 9.1.2.7600 | Digital Imaging Software: Version 9.1.2.7600,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-198-01,"Thu, 17 Jul 2025 08:20:55 EDT"
CVE-2025-5943,,MicroDicom DICOM Viewer,2025-06-10T12:00:00Z,,CWE-787,The following MicroDicom products are affected: | DICOM Viewer: Versions 2025.2 (Build 8154) and prior | DICOM Viewer: Versions 2025.2 (Build 8154) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-160-01,"Tue, 10 Jun 2025 06:13:40 EDT"
CVE-2025-5307,,Santesoft Sante DICOM Viewer Pro,2025-05-29T12:00:00Z,,CWE-125,The following Santesoft products are affected: | Sante DICOM Viewer Pro: Versions 14.2.1 and prior | Sante DICOM Viewer Pro: Versions 14.2.1 and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-148-01,"Thu, 29 May 2025 09:02:00 EDT"
CVE-2025-27578,,Pixmeo OsiriX MD,2025-05-08T12:00:00Z,,CWE-319;CWE-416,The following Pixmeo products are affected: | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-128-01,"Thu, 08 May 2025 07:56:37 EDT"
CVE-2025-27720,,Pixmeo OsiriX MD,2025-05-08T12:00:00Z,,CWE-319;CWE-416,The following Pixmeo products are affected: | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-128-01,"Thu, 08 May 2025 07:56:37 EDT"
CVE-2025-31946,,Pixmeo OsiriX MD,2025-05-08T12:00:00Z,,CWE-319;CWE-416,The following Pixmeo products are affected: | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior | OsiriX MD: Versions 14.0.1 (Build 2024-02-28) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-128-01,"Thu, 08 May 2025 07:56:37 EDT"
CVE-2025-35975,,MicroDicom DICOM Viewer,2025-05-01T12:00:00Z,,CWE-125;CWE-787,The following MicroDicom products are affected: | DICOM Viewer: Versions 2025.1 (Build 3321) and prior | DICOM Viewer: Versions 2025.1 (Build 3321) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-121-01,"Thu, 01 May 2025 08:17:41 EDT"
CVE-2025-36521,,MicroDicom DICOM Viewer,2025-05-01T12:00:00Z,,CWE-125;CWE-787,The following MicroDicom products are affected: | DICOM Viewer: Versions 2025.1 (Build 3321) and prior | DICOM Viewer: Versions 2025.1 (Build 3321) and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-121-01,"Thu, 01 May 2025 08:17:41 EDT"
CVE-2025-24489,,INFINITT Healthcare INFINITT PACS,2025-04-10T12:00:00Z,,CWE-434;CWE-497,The following INFINITT Healthcare products are affected: | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-100-01,"Thu, 10 Apr 2025 11:19:21 EDT"
CVE-2025-27714,,INFINITT Healthcare INFINITT PACS,2025-04-10T12:00:00Z,,CWE-434;CWE-497,The following INFINITT Healthcare products are affected: | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-100-01,"Thu, 10 Apr 2025 11:19:21 EDT"
CVE-2025-27721,,INFINITT Healthcare INFINITT PACS,2025-04-10T12:00:00Z,,CWE-434;CWE-497,The following INFINITT Healthcare products are affected: | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior | INFINITT PACS System Manager: Versions 3.0.11.5 BN9 and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-100-01,"Thu, 10 Apr 2025 11:19:21 EDT"
CVE-2025-2480,,Santesoft Sante DICOM Viewer Pro,2025-03-20T12:00:00Z,,CWE-787,The following Santesoft products are affected: | Sante DICOM Viewer Pro: Versions 14.1.2 and prior | Sante DICOM Viewer Pro: Versions 14.1.2 and prior,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-079-01,"Thu, 20 Mar 2025 07:55:40 EDT"
CVE-2025-2229,,Philips Intellispace Cardiovascular (ISCV),2025-03-13T12:00:00Z,,CWE-1391;CWE-287,"Philips reports the following versions of Intellispace Cardiovascular (ISCV), an image and information management product, are affected: | Intellispace Cardiovascular (ISCV): Version 4.1 and prior (CVE-2025-2229) Intellispace Cardiovascular (ISCV): Version 5.1 and prior (CVE-2025-2230) | Intellispace Cardiovascular (ISCV): Version 4.1 and prior (CVE-2025-2229) | Intellispace Cardiovascular (ISCV): Version 5.1 and prior (CVE-2025-2230)",https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-072-01,"Thu, 13 Mar 2025 08:52:55 EDT"
CVE-2025-2230,,Philips Intellispace Cardiovascular (ISCV),2025-03-13T12:00:00Z,,CWE-1391;CWE-287,"Philips reports the following versions of Intellispace Cardiovascular (ISCV), an image and information management product, are affected: | Intellispace Cardiovascular (ISCV): Version 4.1 and prior (CVE-2025-2229) Intellispace Cardiovascular (ISCV): Version 5.1 and prior (CVE-2025-2230) | Intellispace Cardiovascular (ISCV): Version 4.1 and prior (CVE-2025-2229) | Intellispace Cardiovascular (ISCV): Version 5.1 and prior (CVE-2025-2230)",https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-072-01,"Thu, 13 Mar 2025 08:52:55 EDT"
CVE-2025-20049,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-20060,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-23405,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-24316,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-24318,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-24843,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-24849,,Dario Health USB-C Blood Glucose Monitoring System Starter Kit Android Application,2025-02-27T12:00:00Z,,CWE-1004;CWE-117;CWE-213;CWE-319;CWE-359;CWE-79;CWE-921,The following Dario Health products are affected: | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior Dario Application Database and Internet-based Server Infrastructure: All versions | USB-C Blood Glucose Monitoring System Starter Kit Android Applications: Versions 5.8.7.0.36 and prior | Dario Application Database and Internet-based Server Infrastructure: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-058-01,"Thu, 27 Feb 2025 07:57:20 EST"
CVE-2025-1001,,Medixant RadiAnt DICOM Viewer,2025-02-20T12:00:00Z,,CWE-295,The following Medixant products are affected: | RadiAnt DICOM Viewer: Version 2024.02 | RadiAnt DICOM Viewer: Version 2024.02,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-051-01,"Thu, 20 Feb 2025 08:03:36 EST"
CVE-2025-20615,,Qardio Heart Health IOS and Android Application and QardioARM A100,2025-02-13T12:00:00Z,,CWE-248;CWE-359;CWE-552,The following Qardio products are affected: | Qardio Heart Health IOS Mobile Application: Version 2.7.4 Qardio Heart Health Android Mobile Application: Version 2.5.1 QardioARM A100: All versions | Qardio Heart Health IOS Mobile Application: Version 2.7.4 | Qardio Heart Health Android Mobile Application: Version 2.5.1 | QardioARM A100: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-044-01,"Thu, 13 Feb 2025 08:46:24 EST"
CVE-2025-23421,,Qardio Heart Health IOS and Android Application and QardioARM A100,2025-02-13T12:00:00Z,,CWE-248;CWE-359;CWE-552,The following Qardio products are affected: | Qardio Heart Health IOS Mobile Application: Version 2.7.4 Qardio Heart Health Android Mobile Application: Version 2.5.1 QardioARM A100: All versions | Qardio Heart Health IOS Mobile Application: Version 2.7.4 | Qardio Heart Health Android Mobile Application: Version 2.5.1 | QardioARM A100: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-044-01,"Thu, 13 Feb 2025 08:46:24 EST"
CVE-2025-24836,,Qardio Heart Health IOS and Android Application and QardioARM A100,2025-02-13T12:00:00Z,,CWE-248;CWE-359;CWE-552,The following Qardio products are affected: | Qardio Heart Health IOS Mobile Application: Version 2.7.4 Qardio Heart Health Android Mobile Application: Version 2.5.1 QardioARM A100: All versions | Qardio Heart Health IOS Mobile Application: Version 2.7.4 | Qardio Heart Health Android Mobile Application: Version 2.5.1 | QardioARM A100: All versions,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-044-01,"Thu, 13 Feb 2025 08:46:24 EST"
CVE-2025-0896,,Orthanc Server,2025-02-06T12:00:00Z,,CWE-306,The following Orthanc products are affected: | Orthanc server: Versions prior to 1.5.8 | Orthanc server: Versions prior to 1.5.8,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-037-02,"Thu, 06 Feb 2025 08:19:29 EST"
CVE-2025-1002,,MicroDicom DICOM Viewer,2025-02-06T12:00:00Z,,CWE-295,The following MicroDicom DICOM Viewer are affected: | MicroDicom DICOM Viewer: Version 2024.03 | MicroDicom DICOM Viewer: Version 2024.03,https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-037-01,"Thu, 06 Feb 2025 08:13:48 EST"
CVE-2024-12248,,Contec Health CMS8000 Patient Monitor (Update A),2025-02-25T12:00:00Z,,CWE-359;CWE-787;CWE-912,"The following Contec Health products are affected: | CMS8000 Patient Monitor Firmware: Version smart3250-2.6.27-wlan2.1.7.cramfs CMS8000 Patient Monitor Firmware: Version CMS7.820.075.08/0.74(0.75) CMS8000 Patient Monitor Firmware: Version CMS7.820.120.01/0.93(0.95) CMS8000 Patient Monitor: All versions (CVE-2025-0626, CVE-2025-0683, CVE-2025-1204) | CMS8000 Patient Monitor Firmware: Version smart3250-2.6.27-wlan2.1.7.cramfs | CMS8000 Patient Monitor Firmware: Version CMS7.820.075.08/0.74(0.75) | CMS8000 Patient Monitor Firmware: Version CMS7.820.120.01/0.93(0.95) | CMS8000 Patient Monitor: All versions (CVE-2025-0626, CVE-2025-0683, CVE-2025-1204)",https://www.cisa.gov/news-events/ics-medical-advisories/icsma-25-030-01,"Thu, 30 Jan 2025 12:08:12 EST"
